,Image Time Start,Image Time End,MAC,Image,Status
84,2018-08-05 19:43:00,2018-08-05 19:52:45,48:5b:39:64:40:79,13,0
85,2018-08-05 19:53:00,2018-08-05 20:02:45,48:5b:39:64:40:79,14,0
86,2018-08-05 20:03:00,2018-08-05 20:12:45,48:5b:39:64:40:79,15,0
87,2018-08-05 20:13:00,2018-08-05 20:22:45,48:5b:39:64:40:79,16,0
88,2018-08-05 20:23:00,2018-08-05 20:32:45,48:5b:39:64:40:79,17,0
89,2018-08-05 20:33:00,2018-08-05 20:42:45,48:5b:39:64:40:79,18,0
90,2018-08-05 20:43:00,2018-08-05 20:52:45,48:5b:39:64:40:79,19,0
91,2018-08-05 20:53:00,2018-08-05 21:02:45,48:5b:39:64:40:79,20,0
92,2018-08-05 21:03:00,2018-08-05 21:12:45,48:5b:39:64:40:79,21,0
93,2018-08-05 21:13:00,2018-08-05 21:22:45,48:5b:39:64:40:79,22,0
94,2018-08-05 21:23:00,2018-08-05 21:32:45,48:5b:39:64:40:79,23,0
95,2018-08-05 21:33:00,2018-08-05 21:42:45,48:5b:39:64:40:79,24,0
96,2018-08-05 21:43:00,2018-08-05 21:52:45,48:5b:39:64:40:79,25,0
97,2018-08-05 21:53:00,2018-08-05 22:02:45,48:5b:39:64:40:79,26,0
98,2018-08-05 22:03:00,2018-08-05 22:12:45,48:5b:39:64:40:79,27,0
99,2018-08-05 22:13:00,2018-08-05 22:22:45,48:5b:39:64:40:79,28,0
100,2018-08-05 22:23:00,2018-08-05 22:32:45,48:5b:39:64:40:79,29,0
101,2018-08-05 22:33:00,2018-08-05 22:42:45,48:5b:39:64:40:79,30,0
102,2018-08-05 22:43:00,2018-08-05 22:52:45,48:5b:39:64:40:79,31,0
103,2018-08-05 22:53:00,2018-08-05 23:02:45,48:5b:39:64:40:79,32,0
104,2018-08-05 23:03:00,2018-08-05 23:12:45,48:5b:39:64:40:79,33,0
105,2018-08-05 23:13:00,2018-08-05 23:22:45,48:5b:39:64:40:79,34,0
106,2018-08-05 23:23:00,2018-08-05 23:32:45,48:5b:39:64:40:79,35,0
107,2018-08-05 23:33:00,2018-08-05 23:42:45,48:5b:39:64:40:79,36,0
108,2018-08-05 17:48:00,2018-08-05 17:48:45,00:0c:29:e6:14:0d,1,1
