,Image Time Start,Image Time End,MAC,Image,Status
88,2018-08-24 15:01:00,2018-08-24 15:10:45,48:5b:39:64:40:79,17,0
89,2018-08-24 15:11:00,2018-08-24 15:20:45,48:5b:39:64:40:79,18,0
90,2018-08-24 15:21:00,2018-08-24 15:30:45,48:5b:39:64:40:79,19,0
91,2018-08-24 15:31:00,2018-08-24 15:40:45,48:5b:39:64:40:79,20,0
92,2018-08-24 15:41:00,2018-08-24 15:50:45,48:5b:39:64:40:79,21,0
93,2018-08-24 15:51:00,2018-08-24 16:00:45,48:5b:39:64:40:79,22,0
94,2018-08-24 16:01:00,2018-08-24 16:10:45,48:5b:39:64:40:79,23,0
95,2018-08-24 16:11:00,2018-08-24 16:20:45,48:5b:39:64:40:79,24,0
96,2018-08-24 16:21:00,2018-08-24 16:30:45,48:5b:39:64:40:79,25,0
97,2018-08-24 16:31:00,2018-08-24 16:40:45,48:5b:39:64:40:79,26,0
98,2018-08-24 16:41:00,2018-08-24 16:50:45,48:5b:39:64:40:79,27,0
99,2018-08-24 16:51:00,2018-08-24 17:00:45,48:5b:39:64:40:79,28,0
100,2018-08-24 17:01:00,2018-08-24 17:10:45,48:5b:39:64:40:79,29,0
101,2018-08-24 17:11:00,2018-08-24 17:20:45,48:5b:39:64:40:79,30,0
102,2018-08-24 17:21:00,2018-08-24 17:30:45,48:5b:39:64:40:79,31,0
103,2018-08-24 17:31:00,2018-08-24 17:40:45,48:5b:39:64:40:79,32,0
104,2018-08-24 17:41:00,2018-08-24 17:50:45,48:5b:39:64:40:79,33,0
105,2018-08-24 17:51:00,2018-08-24 18:00:45,48:5b:39:64:40:79,34,0
106,2018-08-24 18:01:00,2018-08-24 18:10:45,48:5b:39:64:40:79,35,0
107,2018-08-24 18:11:00,2018-08-24 18:20:30,48:5b:39:64:40:79,36,0
108,2018-08-24 12:26:00,2018-08-24 12:30:45,00:0c:29:e6:14:0d,1,1
