,Image Time Start,Image Time End,MAC,Image,Status
23,2018-08-24 10:10:30,2018-08-24 10:20:15,00:0c:29:9d:9e:9e,24,0
24,2018-08-24 10:20:30,2018-08-24 10:30:15,00:0c:29:9d:9e:9e,25,0
25,2018-08-24 10:30:30,2018-08-24 10:40:15,00:0c:29:9d:9e:9e,26,0
26,2018-08-24 10:40:30,2018-08-24 10:50:15,00:0c:29:9d:9e:9e,27,0
27,2018-08-24 10:50:30,2018-08-24 11:00:15,00:0c:29:9d:9e:9e,28,0
28,2018-08-24 11:00:30,2018-08-24 11:10:15,00:0c:29:9d:9e:9e,29,0
29,2018-08-24 11:10:30,2018-08-24 11:20:15,00:0c:29:9d:9e:9e,30,0
30,2018-08-24 11:20:30,2018-08-24 11:30:15,00:0c:29:9d:9e:9e,31,0
31,2018-08-24 11:30:30,2018-08-24 11:40:15,00:0c:29:9d:9e:9e,32,0
32,2018-08-24 11:40:30,2018-08-24 11:50:15,00:0c:29:9d:9e:9e,33,0
33,2018-08-24 11:50:30,2018-08-24 12:00:15,00:0c:29:9d:9e:9e,34,0
34,2018-08-24 12:00:30,2018-08-24 12:10:15,00:0c:29:9d:9e:9e,35,0
35,2018-08-24 12:10:30,2018-08-24 12:20:15,00:0c:29:9d:9e:9e,36,0
36,2018-08-24 06:20:30,2018-08-24 06:30:15,00:80:f4:09:51:3b,1,0
37,2018-08-24 06:30:30,2018-08-24 06:40:15,00:80:f4:09:51:3b,2,0
38,2018-08-24 06:40:30,2018-08-24 06:50:15,00:80:f4:09:51:3b,3,0
39,2018-08-24 06:50:30,2018-08-24 07:00:15,00:80:f4:09:51:3b,4,0
40,2018-08-24 07:00:30,2018-08-24 07:10:15,00:80:f4:09:51:3b,5,0
41,2018-08-24 07:10:30,2018-08-24 07:20:15,00:80:f4:09:51:3b,6,0
42,2018-08-24 07:20:30,2018-08-24 07:30:15,00:80:f4:09:51:3b,7,0
43,2018-08-24 07:30:30,2018-08-24 07:40:15,00:80:f4:09:51:3b,8,0
44,2018-08-24 07:40:30,2018-08-24 07:50:15,00:80:f4:09:51:3b,9,0
45,2018-08-24 07:50:30,2018-08-24 08:00:15,00:80:f4:09:51:3b,10,0
46,2018-08-24 08:00:30,2018-08-24 08:10:15,00:80:f4:09:51:3b,11,0
47,2018-08-24 08:10:30,2018-08-24 08:20:15,00:80:f4:09:51:3b,12,0
48,2018-08-24 08:20:30,2018-08-24 08:30:15,00:80:f4:09:51:3b,13,0
49,2018-08-24 08:30:30,2018-08-24 08:40:15,00:80:f4:09:51:3b,14,0
50,2018-08-24 08:40:30,2018-08-24 08:50:15,00:80:f4:09:51:3b,15,0
51,2018-08-24 08:50:30,2018-08-24 09:00:15,00:80:f4:09:51:3b,16,0
52,2018-08-24 09:00:30,2018-08-24 09:10:15,00:80:f4:09:51:3b,17,0
53,2018-08-24 09:10:30,2018-08-24 09:20:15,00:80:f4:09:51:3b,18,0
54,2018-08-24 09:20:30,2018-08-24 09:30:15,00:80:f4:09:51:3b,19,0
55,2018-08-24 09:30:30,2018-08-24 09:40:15,00:80:f4:09:51:3b,20,0
56,2018-08-24 09:40:30,2018-08-24 09:50:15,00:80:f4:09:51:3b,21,0
57,2018-08-24 09:50:30,2018-08-24 10:00:15,00:80:f4:09:51:3b,22,0
58,2018-08-24 10:00:30,2018-08-24 10:10:15,00:80:f4:09:51:3b,23,0
59,2018-08-24 10:10:30,2018-08-24 10:20:15,00:80:f4:09:51:3b,24,0
60,2018-08-24 10:20:30,2018-08-24 10:30:15,00:80:f4:09:51:3b,25,0
61,2018-08-24 10:30:30,2018-08-24 10:40:15,00:80:f4:09:51:3b,26,0
62,2018-08-24 10:40:30,2018-08-24 10:50:15,00:80:f4:09:51:3b,27,0
63,2018-08-24 10:50:30,2018-08-24 11:00:15,00:80:f4:09:51:3b,28,0
64,2018-08-24 11:00:30,2018-08-24 11:10:15,00:80:f4:09:51:3b,29,0
65,2018-08-24 11:10:30,2018-08-24 11:20:15,00:80:f4:09:51:3b,30,0
66,2018-08-24 11:20:30,2018-08-24 11:30:15,00:80:f4:09:51:3b,31,0
67,2018-08-24 11:30:30,2018-08-24 11:40:15,00:80:f4:09:51:3b,32,0
68,2018-08-24 11:40:30,2018-08-24 11:50:15,00:80:f4:09:51:3b,33,0
69,2018-08-24 11:50:30,2018-08-24 12:00:15,00:80:f4:09:51:3b,34,0
70,2018-08-24 12:00:30,2018-08-24 12:10:15,00:80:f4:09:51:3b,35,0
71,2018-08-24 12:10:30,2018-08-24 12:20:15,00:80:f4:09:51:3b,36,0
72,2018-08-24 06:20:30,2018-08-24 06:30:15,48:5b:39:64:40:79,1,0
73,2018-08-24 06:30:30,2018-08-24 06:40:15,48:5b:39:64:40:79,2,0
74,2018-08-24 06:40:30,2018-08-24 06:50:15,48:5b:39:64:40:79,3,0
75,2018-08-24 06:50:30,2018-08-24 07:00:15,48:5b:39:64:40:79,4,0
76,2018-08-24 07:00:30,2018-08-24 07:10:15,48:5b:39:64:40:79,5,0
77,2018-08-24 07:10:30,2018-08-24 07:20:15,48:5b:39:64:40:79,6,0
78,2018-08-24 07:20:30,2018-08-24 07:30:15,48:5b:39:64:40:79,7,0
79,2018-08-24 07:30:30,2018-08-24 07:40:15,48:5b:39:64:40:79,8,0
80,2018-08-24 07:40:30,2018-08-24 07:50:15,48:5b:39:64:40:79,9,0
81,2018-08-24 07:50:30,2018-08-24 08:00:15,48:5b:39:64:40:79,10,0
82,2018-08-24 08:00:30,2018-08-24 08:10:15,48:5b:39:64:40:79,11,0
83,2018-08-24 08:10:30,2018-08-24 08:20:15,48:5b:39:64:40:79,12,0
84,2018-08-24 08:20:30,2018-08-24 08:30:15,48:5b:39:64:40:79,13,0
85,2018-08-24 08:30:30,2018-08-24 08:40:15,48:5b:39:64:40:79,14,0
86,2018-08-24 08:40:30,2018-08-24 08:50:15,48:5b:39:64:40:79,15,0
87,2018-08-24 08:50:30,2018-08-24 09:00:15,48:5b:39:64:40:79,16,0
88,2018-08-24 09:00:30,2018-08-24 09:10:15,48:5b:39:64:40:79,17,0
89,2018-08-24 09:10:30,2018-08-24 09:20:15,48:5b:39:64:40:79,18,0
90,2018-08-24 09:20:30,2018-08-24 09:30:15,48:5b:39:64:40:79,19,0
91,2018-08-24 09:30:30,2018-08-24 09:40:15,48:5b:39:64:40:79,20,0
92,2018-08-24 09:40:30,2018-08-24 09:50:15,48:5b:39:64:40:79,21,0
93,2018-08-24 09:50:30,2018-08-24 10:00:15,48:5b:39:64:40:79,22,0
94,2018-08-24 10:00:30,2018-08-24 10:10:15,48:5b:39:64:40:79,23,0
95,2018-08-24 10:10:30,2018-08-24 10:20:15,48:5b:39:64:40:79,24,0
96,2018-08-24 10:20:30,2018-08-24 10:30:15,48:5b:39:64:40:79,25,0
97,2018-08-24 10:30:30,2018-08-24 10:40:15,48:5b:39:64:40:79,26,0
98,2018-08-24 10:40:30,2018-08-24 10:50:15,48:5b:39:64:40:79,27,0
99,2018-08-24 10:50:30,2018-08-24 11:00:15,48:5b:39:64:40:79,28,0
100,2018-08-24 11:00:30,2018-08-24 11:10:15,48:5b:39:64:40:79,29,0
101,2018-08-24 11:10:30,2018-08-24 11:20:15,48:5b:39:64:40:79,30,0
102,2018-08-24 11:20:30,2018-08-24 11:30:15,48:5b:39:64:40:79,31,0
103,2018-08-24 11:30:30,2018-08-24 11:40:15,48:5b:39:64:40:79,32,0
104,2018-08-24 11:40:30,2018-08-24 11:50:15,48:5b:39:64:40:79,33,0
105,2018-08-24 11:50:30,2018-08-24 12:00:15,48:5b:39:64:40:79,34,0
106,2018-08-24 12:00:30,2018-08-24 12:10:15,48:5b:39:64:40:79,35,0
107,2018-08-24 12:10:30,2018-08-24 12:20:15,48:5b:39:64:40:79,36,0
108,2018-08-24 06:25:30,2018-08-24 06:26:15,00:0c:29:e6:14:0d,1,0
