,Image Time Start,Image Time End,MAC,Image,Status
27,2018-08-25 04:51:45,2018-08-25 05:01:30,00:0c:29:9d:9e:9e,28,0
28,2018-08-25 05:01:45,2018-08-25 05:11:30,00:0c:29:9d:9e:9e,29,0
29,2018-08-25 05:11:45,2018-08-25 05:21:30,00:0c:29:9d:9e:9e,30,0
30,2018-08-25 05:21:45,2018-08-25 05:31:30,00:0c:29:9d:9e:9e,31,0
31,2018-08-25 05:31:45,2018-08-25 05:41:30,00:0c:29:9d:9e:9e,32,0
32,2018-08-25 05:41:45,2018-08-25 05:51:30,00:0c:29:9d:9e:9e,33,0
33,2018-08-25 05:51:45,2018-08-25 06:01:30,00:0c:29:9d:9e:9e,34,0
34,2018-08-25 06:01:45,2018-08-25 06:11:30,00:0c:29:9d:9e:9e,35,0
35,2018-08-25 06:11:45,2018-08-25 06:21:30,00:0c:29:9d:9e:9e,36,0
36,2018-08-25 00:21:45,2018-08-25 00:31:30,48:5b:39:64:40:79,1,0
37,2018-08-25 00:31:45,2018-08-25 00:41:30,48:5b:39:64:40:79,2,0
38,2018-08-25 00:41:45,2018-08-25 00:51:30,48:5b:39:64:40:79,3,0
39,2018-08-25 00:51:45,2018-08-25 01:01:30,48:5b:39:64:40:79,4,0
40,2018-08-25 01:01:45,2018-08-25 01:11:30,48:5b:39:64:40:79,5,0
41,2018-08-25 01:11:45,2018-08-25 01:21:30,48:5b:39:64:40:79,6,0
42,2018-08-25 01:21:45,2018-08-25 01:31:30,48:5b:39:64:40:79,7,0
43,2018-08-25 01:31:45,2018-08-25 01:41:30,48:5b:39:64:40:79,8,0
44,2018-08-25 01:41:45,2018-08-25 01:51:30,48:5b:39:64:40:79,9,0
45,2018-08-25 01:51:45,2018-08-25 02:01:30,48:5b:39:64:40:79,10,0
46,2018-08-25 02:01:45,2018-08-25 02:11:30,48:5b:39:64:40:79,11,0
47,2018-08-25 02:11:45,2018-08-25 02:21:30,48:5b:39:64:40:79,12,0
48,2018-08-25 02:21:45,2018-08-25 02:31:30,48:5b:39:64:40:79,13,0
49,2018-08-25 02:31:45,2018-08-25 02:41:30,48:5b:39:64:40:79,14,0
50,2018-08-25 02:41:45,2018-08-25 02:51:30,48:5b:39:64:40:79,15,0
51,2018-08-25 02:51:45,2018-08-25 03:01:30,48:5b:39:64:40:79,16,0
52,2018-08-25 03:01:45,2018-08-25 03:11:30,48:5b:39:64:40:79,17,0
53,2018-08-25 03:11:45,2018-08-25 03:21:30,48:5b:39:64:40:79,18,0
54,2018-08-25 03:21:45,2018-08-25 03:31:30,48:5b:39:64:40:79,19,0
55,2018-08-25 03:31:45,2018-08-25 03:41:30,48:5b:39:64:40:79,20,0
56,2018-08-25 03:41:45,2018-08-25 03:51:30,48:5b:39:64:40:79,21,0
57,2018-08-25 03:51:45,2018-08-25 04:01:30,48:5b:39:64:40:79,22,0
58,2018-08-25 04:01:45,2018-08-25 04:11:30,48:5b:39:64:40:79,23,0
59,2018-08-25 04:11:45,2018-08-25 04:21:30,48:5b:39:64:40:79,24,0
60,2018-08-25 04:21:45,2018-08-25 04:31:30,48:5b:39:64:40:79,25,0
61,2018-08-25 04:31:45,2018-08-25 04:41:30,48:5b:39:64:40:79,26,0
62,2018-08-25 04:41:45,2018-08-25 04:51:30,48:5b:39:64:40:79,27,0
63,2018-08-25 04:51:45,2018-08-25 05:01:30,48:5b:39:64:40:79,28,0
64,2018-08-25 05:01:45,2018-08-25 05:11:30,48:5b:39:64:40:79,29,0
65,2018-08-25 05:11:45,2018-08-25 05:21:30,48:5b:39:64:40:79,30,0
66,2018-08-25 05:21:45,2018-08-25 05:31:30,48:5b:39:64:40:79,31,0
67,2018-08-25 05:31:45,2018-08-25 05:41:30,48:5b:39:64:40:79,32,0
68,2018-08-25 05:41:45,2018-08-25 05:51:30,48:5b:39:64:40:79,33,0
69,2018-08-25 05:51:45,2018-08-25 06:01:30,48:5b:39:64:40:79,34,0
70,2018-08-25 06:01:45,2018-08-25 06:11:30,48:5b:39:64:40:79,35,0
71,2018-08-25 06:11:45,2018-08-25 06:21:30,48:5b:39:64:40:79,36,0
72,2018-08-25 00:21:45,2018-08-25 00:31:30,00:80:f4:09:51:3b,1,0
73,2018-08-25 00:31:45,2018-08-25 00:41:30,00:80:f4:09:51:3b,2,0
74,2018-08-25 00:41:45,2018-08-25 00:51:30,00:80:f4:09:51:3b,3,0
75,2018-08-25 00:51:45,2018-08-25 01:01:30,00:80:f4:09:51:3b,4,0
76,2018-08-25 01:01:45,2018-08-25 01:11:30,00:80:f4:09:51:3b,5,0
77,2018-08-25 01:11:45,2018-08-25 01:21:30,00:80:f4:09:51:3b,6,0
78,2018-08-25 01:21:45,2018-08-25 01:31:30,00:80:f4:09:51:3b,7,0
79,2018-08-25 01:31:45,2018-08-25 01:41:30,00:80:f4:09:51:3b,8,0
80,2018-08-25 01:41:45,2018-08-25 01:51:30,00:80:f4:09:51:3b,9,0
81,2018-08-25 01:51:45,2018-08-25 02:01:30,00:80:f4:09:51:3b,10,0
82,2018-08-25 02:01:45,2018-08-25 02:11:30,00:80:f4:09:51:3b,11,0
83,2018-08-25 02:11:45,2018-08-25 02:21:30,00:80:f4:09:51:3b,12,0
84,2018-08-25 02:21:45,2018-08-25 02:31:30,00:80:f4:09:51:3b,13,0
85,2018-08-25 02:31:45,2018-08-25 02:41:30,00:80:f4:09:51:3b,14,0
86,2018-08-25 02:41:45,2018-08-25 02:51:30,00:80:f4:09:51:3b,15,0
87,2018-08-25 02:51:45,2018-08-25 03:01:30,00:80:f4:09:51:3b,16,0
88,2018-08-25 03:01:45,2018-08-25 03:11:30,00:80:f4:09:51:3b,17,0
89,2018-08-25 03:11:45,2018-08-25 03:21:30,00:80:f4:09:51:3b,18,0
90,2018-08-25 03:21:45,2018-08-25 03:31:30,00:80:f4:09:51:3b,19,0
91,2018-08-25 03:31:45,2018-08-25 03:41:30,00:80:f4:09:51:3b,20,0
92,2018-08-25 03:41:45,2018-08-25 03:51:30,00:80:f4:09:51:3b,21,0
93,2018-08-25 03:51:45,2018-08-25 04:01:30,00:80:f4:09:51:3b,22,0
94,2018-08-25 04:01:45,2018-08-25 04:11:30,00:80:f4:09:51:3b,23,0
95,2018-08-25 04:11:45,2018-08-25 04:21:30,00:80:f4:09:51:3b,24,0
96,2018-08-25 04:21:45,2018-08-25 04:31:30,00:80:f4:09:51:3b,25,0
97,2018-08-25 04:31:45,2018-08-25 04:41:30,00:80:f4:09:51:3b,26,0
98,2018-08-25 04:41:45,2018-08-25 04:51:30,00:80:f4:09:51:3b,27,0
99,2018-08-25 04:51:45,2018-08-25 05:01:30,00:80:f4:09:51:3b,28,0
100,2018-08-25 05:01:45,2018-08-25 05:11:30,00:80:f4:09:51:3b,29,0
101,2018-08-25 05:11:45,2018-08-25 05:21:30,00:80:f4:09:51:3b,30,0
102,2018-08-25 05:21:45,2018-08-25 05:31:30,00:80:f4:09:51:3b,31,0
103,2018-08-25 05:31:45,2018-08-25 05:41:30,00:80:f4:09:51:3b,32,0
104,2018-08-25 05:41:45,2018-08-25 05:51:30,00:80:f4:09:51:3b,33,0
105,2018-08-25 05:51:45,2018-08-25 06:01:30,00:80:f4:09:51:3b,34,0
106,2018-08-25 06:01:45,2018-08-25 06:11:30,00:80:f4:09:51:3b,35,0
107,2018-08-25 06:11:45,2018-08-25 06:21:30,00:80:f4:09:51:3b,36,0
108,2018-08-25 00:26:45,2018-08-25 00:36:30,00:0c:29:e6:14:0d,1,0
109,2018-08-25 00:36:45,2018-08-25 00:46:30,00:0c:29:e6:14:0d,2,0
110,2018-08-25 00:46:45,2018-08-25 00:56:30,00:0c:29:e6:14:0d,3,0
